"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","TAVG","TMAX","TMIN","TOBS"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-22",,,"0.00",,,"71","35","38"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-23",,,"0.00",,,"73","35","40"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-24",,,"0.00",,,"74","34","36"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-25",,,"0.00",,,"87","36","41"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-28","    3","0.00",,,,"76","36","39"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-29",,,"0.00",,,"63","34","35"
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2022-11-30",,,"0.00",,,"63","33","35"
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-01",,,,,"82","111","57",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-02",,,,,"83","106","61",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-03",,,,,"87","111","65",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-04",,,,,"92","109","69",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-05",,,,,"91","112","71",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-06",,,,,"92","113","75",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-07",,,,,"87","108","69",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-08",,,,,"87","105","67",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-09",,,,,"83","98","68",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-10",,,,,"77","87","70",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-11",,,,,"77","89","68",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-12",,,,,"76","90","64",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-13",,,,,"70","88","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-14",,,,,"66","85","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-15",,,,,"67","85","55",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-16",,,,,"65","85","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-17",,,,,"62","79","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-18",,,,,"63","75","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-19",,,,,"66","80","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-20",,,,,"67","78","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-21",,,,,"65","82","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-22",,,,,"69","89","48",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-23",,,,,"74","96","57",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-24",,,,,"74","97","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-25",,,,,"71","94","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-26",,,,,"70","94","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-27",,,,,"72","96","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-28",,,,,"74","101","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-29",,,,,"69","94","53",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-09-30",,,,,"66","87","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-01",,,,,"65","82","53",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-02",,,,,"63","80","51",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-03",,,,,"64","88","46",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-04",,,,,"70","93","47",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-05",,,,,"73","98","53",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-06",,,,,"73","95","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-07",,,,,"71","95","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-08",,,,,"70","93","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-09",,,,,"66","89","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-10",,,,,"65","85","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-11",,,,,"66","83","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-12",,,,,"67","84","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-13",,,,,"65","86","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-14",,,,,"64","81","53",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-15",,,,,"64","74","59",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-16",,,,,"63","78","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-17",,,,,"62","83","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-18",,,,,"71","94","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-19",,,,,"74","94","61",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-20",,,,,"74","93","61",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-21",,,,,"68","89","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-22",,,,,"59","71","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-23",,,,,"60","75","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-24",,,,,"60","77","48",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-25",,,,,"59","81","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-26",,,,,"54","75","39",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-27",,,,,"56","76","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-28",,,,,"58","78","42",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-29",,,,,"58","83","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-30",,,,,"60","85","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-10-31",,,,,"63","84","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-01",,,,,"55","74","42",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-02",,,,,"53","66","47",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-03",,,,,"49","62","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-04",,,,,"54","71","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-05",,,,,"53","77","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-06",,,,,"56","73","42",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-07",,,,,"52","63","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-08",,,,,"50","55","46",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-09",,,,,"48","61","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-10",,,,,"50","70","34",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-11",,,,,"51","69","39",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-12",,,,,"51","67","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-13",,,,,"50","65","39",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-14",,,,,"51","72","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-15",,,,,"49","70","32",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-16",,,,,"53","75","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-17",,,,,"54","76","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-18",,,,,"51","70","35",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-19",,,,,"53","73","43",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-20",,,,,"53","76","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-21",,,,,"53","74","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-22",,,,,"54","75","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-23",,,,,"54","73","39",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-24",,,,,"58","81","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-25",,,,,"54","75","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-26",,,,,"53","74","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-27",,,,,"56","78","44",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-28",,,,,"51","63","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-29",,,,,"49","64","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-11-30",,,,,"49","64","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-01",,,,,"51","57","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-02",,,,,"55","61","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-03",,,,,"59","66","54",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-04",,,,,"55","60","51",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-05",,,,,"53","61","47",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-06",,,,,"49","62","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-07",,,,,"45","61","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-08",,,,,"47","60","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-09",,,,,"48","63","35",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-10",,,,,"53","58","47",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-11",,,,,"48","56","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-12",,,,,"43","56","34",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-13",,,,,"40","58","29",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-14",,,,,"45","63","35",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-15",,,,,"48","62","39",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-16",,,,,"49","66","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-17",,,,,"46","64","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-18",,,,,"45","63","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-19",,,,,"46","66","34",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-20",,,,,"49","66","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-21",,,,,"51","73","36",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-22",,,,,"51","67","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-23",,,,,"48","64","38",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-24",,,,,"54","73","44",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-25",,,,,"60","82","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-26",,,,,"59","76","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-27",,,,,"54","58","51",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-28",,,,,"53","63","47",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-29",,,,,"51","54","49",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-30",,,,,"56","61","52",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2022-12-31",,,,,"55","57","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-01",,,,,"49","55","40",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-02",,,,,"44","50","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-03",,,,,"52","63","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-04",,,,,"56","62","53",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-05",,,,,"51","58","41",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-06",,,,,"46","61","37",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-07",,,,,"52","66","43",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-08",,,,,"54","65","48",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-09",,,,,"57","59","55",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-10",,,,,"53","58","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-11",,,,,"50","60","44",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-12",,,,,"55","72","45",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-13",,,,,"54","65","48",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-14",,,,,"52","55","50",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-15",,,,,"49","54","46",
"USR0000CLOP","LOS PRIETOS CALIFORNIA, CA US","34.5358","-119.7833","310.9","2023-01-16",,,,,"50","54","47",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-01",,,"0.00",,,"75","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-02",,,"0.00",,,"75","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-03",,,"0.00",,,"78","59",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-04",,,"0.00",,,"87","61",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-05",,,"0.00",,,"86","67",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-06",,,"0.00",,,"81","65",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-07",,,"0.00",,,"77","62",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-08",,,"0.00",,,"86","62",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-09",,,"0.00",,,"96","69",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-10",,,"0.06",,,"79","69",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-11",,,"0.00",,,"81","69",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-12",,,"0.00",,,"78","65",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-13",,,"0.00",,,"78","59",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-14",,,"0.00",,,"77","55",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-15",,,"0.00",,,"78","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-16",,,"0.00",,,"75","55",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-17",,,"0.00",,,"75","56",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-18",,,"0.00",,,"73","56",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-19",,,"0.05",,,"72","58",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-20",,,"0.00",,,"74","57",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-21",,,"0.00",,,"74","51",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-22",,,"0.00",,,"76","52",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-23",,,"0.00",,,"76","52",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-24",,,"0.00",,,"73","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-25",,,"0.00",,,"74","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-26",,,"0.00",,,"74","56",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-27",,,"0.00",,,"74","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-28",,,"0.00",,,"76","58",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-29",,,"0.00",,,"73","58",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-09-30",,,"0.00",,,"69","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-01",,,"0.00",,,"73","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-02",,,"0.00",,,"73","55",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-03",,,"0.00",,,"71","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-04",,,"0.00",,,"72","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-05",,,"0.00",,,"71","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-06",,,"0.00",,,"69","59",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-07",,,"0.00",,,"68","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-08",,,"0.00",,,"70","58",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-09",,,"0.00",,,"70","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-10",,,"0.00",,,"68","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-11",,,"0.00",,,"69","61",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-12",,,"0.04",,,"71","62",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-13",,,"0.00",,,"68","60",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-14",,,"0.01",,,"65","62",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-15",,,"0.00",,,"71","62",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-16",,,"0.00",,,"71","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-17",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-18",,,"0.00",,,"72","52",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-19",,,"0.00",,,"87","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-20",,,"0.00",,,"80","59",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-21",,,"0.00",,,"67","57",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-22",,,"0.00",,,"69","54",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-23",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-24",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-25",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-26",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-27",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-28",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-29",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-30",,,"0.00",,,"74","42",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-10-31",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-01",,,"0.04",,,"68","50",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-02",,,"0.00",,,"68","53",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-03",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-04",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-05",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-06",,,"0.00",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-07",,,"0.26",,,,,
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-08",,,"0.73",,,"61","48",
"USW00053152","SANTA BARBARA 11 W, CA US","34.4141","-119.8796","5.5","2022-11-09",,,"0.03",,,,,
