seedling_id,height_cm,diameter_mm,leaf_count,chlorosis,notes,date,branching,alive,seedling_sp,soil_type,neighbor,neighb_sp,neighb_st,pot,treatment,neighb_alive
3630,8.1,4.48,8,NA,NA,2021-04-01,NA,1,Q,Q,3810,P,Q,211087,C,0
3638,6.6,3.82,8,NA,NA,2021-04-01,NA,1,Q,Q,4317,P,P,211046,C,1
3640,8.4,4.9,13,NA,NA,2021-04-01,NA,1,Q,Q,3599,Q,Q,211246,C,1
3643,8.4,2.38,7,NA,NA,2021-04-01,NA,1,Q,Q,3646,Q,Q,211169,D,0
3645,7.3,4.76,11,NA,NA,2021-04-01,NA,1,Q,Q,3186,Q,C,211337,D,1
3646,10.1,4.84,10,NA,NA,2021-04-01,NA,1,Q,Q,3643,Q,Q,211169,D,0
3650,6.8,3.88,6,NA,NA,2021-04-01,NA,1,Q,Q,4265,P,P,211062,D,1
3653,9.2,3.58,7,NA,NA,2021-04-01,NA,1,Q,Q,4098,Q,P,211118,C,1
3654,12.9,4.14,23,NA,NA,2021-04-01,NA,1,Q,Q,3026,Q,C,211045,D,1
3655,9.4,4.32,10,NA,NA,2021-04-01,NA,1,Q,Q,3662,Q,Q,211123,C,1
3662,17.1,4.52,17,NA,NA,2021-04-01,NA,1,Q,Q,3655,Q,Q,211123,C,1
3664,8.1,5.03,12,NA,NA,2021-04-01,NA,1,Q,Q,3120,Q,C,211213,D,1
3665,7.5,4.16,11,NA,NA,2021-04-01,NA,1,Q,Q,4426,P,P,211183,C,1
3679,6.3,4.3,5,NA,NA,2021-04-01,NA,1,Q,Q,3799,P,Q,211034,C,1
3680,5.1,4.2,9,NA,NA,2021-04-01,NA,1,Q,Q,4334,P,P,211065,C,1
3683,12.9,4.63,14,NA,NA,2021-04-01,NA,1,Q,Q,3796,P,Q,211032,D,1
3684,13.9,4.8,13,NA,NA,2021-04-01,NA,1,Q,Q,4088,Q,P,211064,C,1
3688,3.7,3.7,4,NA,NA,2021-04-01,NA,1,Q,Q,3043,Q,C,211031,D,1
3693,6.6,4.52,10,NA,NA,2021-04-01,NA,1,Q,Q,3967,Q,P,211078,C,1
3695,10.1,3.58,13,NA,NA,2021-04-01,NA,1,Q,Q,3714,Q,Q,211048,C,1
3696,20.1,4.67,16,NA,NA,2021-04-01,NA,1,Q,Q,3963,Q,P,211086,D,1
3697,15.2,4.83,10,NA,NA,2021-04-01,NA,1,Q,Q,3771,P,Q,211085,D,0
3700,18,4.97,14,NA,NA,2021-04-01,NA,1,Q,Q,3787,P,Q,211009,C,0
3701,10.8,3.97,11,NA,NA,2021-04-01,NA,1,Q,Q,4230,P,P,211081,D,0
3704,4.3,4.35,11,NA,NA,2021-04-01,NA,1,Q,Q,4170,Q,P,211029,D,1
3705,8.5,3.92,9,NA,NA,2021-04-01,NA,1,Q,Q,3806,P,Q,211021,C,0
3708,14.9,3.95,12,NA,NA,2021-04-01,NA,1,Q,Q,3709,Q,Q,211082,D,1
3709,6,4.36,8,NA,NA,2021-04-01,NA,1,Q,Q,3708,Q,Q,211082,D,1
3711,21.8,5.22,12,NA,NA,2021-04-01,NA,1,Q,Q,4246,P,P,211026,D,1
3714,11.2,4.1,14,NA,NA,2021-04-01,NA,1,Q,Q,3695,Q,Q,211048,C,1
3715,6.7,4.52,8,NA,NA,2021-04-01,NA,1,Q,Q,3867,P,Q,211023,NA,NA
3718,4.3,3.74,7,NA,NA,2021-04-01,NA,1,Q,Q,3035,Q,C,211051,C,1
3963,5.5,3.4,9,NA,NA,2021-04-01,NA,1,Q,P,3696,Q,Q,211086,D,1
3964,4.9,4.43,9,NA,NA,2021-04-01,NA,1,Q,P,3936,P,Q,211094,D,1
3967,5.5,5.26,8,NA,NA,2021-04-01,NA,1,Q,P,3693,Q,Q,211078,C,1
3970,9,3.78,12,NA,NA,2021-04-01,NA,1,Q,P,3913,P,Q,211091,C,1
3972,4,4.33,6,NA,NA,2021-04-01,NA,1,Q,P,3921,P,Q,211057,D,1
3973,6.2,5.62,10,NA,NA,2021-04-01,NA,1,Q,P,4160,Q,P,211076,C,1
3974,9.9,3.4,13,NA,NA,2021-04-01,NA,1,Q,P,3001,Q,C,211049,D,1
3977,5,2.75,6,NA,NA,2021-04-01,NA,1,Q,P,4176,Q,P,211055,NA,NA
3980,11.9,6.14,14,NA,NA,2021-04-01,NA,1,Q,P,3013,Q,C,211096,C,1
3982,7.5,4.61,11,NA,NA,2021-04-01,NA,1,Q,P,3772,P,Q,211050,C,1
3985,12,4.45,10,NA,NA,2021-04-01,NA,1,Q,P,4269,P,P,211054,C,1
3986,5.4,4.31,7,NA,NA,2021-04-01,NA,1,Q,P,4417,P,P,211056,D,1
3987,11.5,4.53,13,NA,NA,2021-04-01,NA,1,Q,P,3056,Q,C,211216,D,1
3991,6,4.22,9,NA,NA,2021-04-01,NA,1,Q,P,4256,P,P,211001,D,0
3992,6.8,4.35,12,NA,NA,2021-04-01,NA,1,Q,P,4008,Q,P,211008,C,1
3993,6.6,4.44,9,NA,NA,2021-04-01,NA,1,Q,P,3112,Q,C,211058,C,1
3994,20.4,4.25,15,NA,NA,2021-04-01,NA,1,Q,P,3533,Q,Q,211315,C,1
3995,5.4,4.14,7,NA,NA,2021-04-01,NA,1,Q,P,4007,Q,P,211053,C,1
3997,4.4,4.28,8,NA,NA,2021-04-01,NA,1,Q,P,4286,P,P,211164,D,0
3998,3.8,2.79,9,NA,NA,2021-04-01,NA,1,Q,P,4424,P,P,211314,D,0
3999,6,3.62,12,NA,NA,2021-04-01,NA,1,Q,P,3860,P,Q,211199,C,1
4000,6.7,4.6,8,NA,NA,2021-04-01,NA,1,Q,P,3559,Q,Q,211150,C,1
4001,10.9,4.66,17,NA,NA,2021-04-01,NA,1,Q,P,3855,P,Q,211223,C,0
4002,10.7,4.07,19,NA,NA,2021-04-01,NA,1,Q,P,3778,P,Q,211063,C,1
4004,18.5,4.48,12,NA,NA,2021-04-01,NA,1,Q,P,4157,Q,P,211110,D,1
4005,12.2,3.85,8,NA,NA,2021-04-01,NA,1,Q,P,3504,Q,Q,211003,C,1
4007,6.5,4.08,7,NA,NA,2021-04-01,NA,1,Q,P,3995,Q,P,211053,C,0
4008,4.2,3.2,4,NA,NA,2021-04-01,NA,1,Q,P,3992,Q,P,211008,C,1
4010,3.6,3.94,7,NA,NA,2021-04-01,NA,1,Q,P,3622,Q,Q,211293,D,1
4011,4.6,4.54,12,NA,NA,2021-04-01,NA,1,Q,P,4308,P,P,211178,C,1
4013,7.1,3.8,10,NA,NA,2021-04-01,NA,1,Q,P,3856,P,Q,211326,C,0
4014,5.2,3.85,8,NA,NA,2021-04-01,NA,1,Q,P,3000,Q,C,211148,C,1
4015,15.8,5.21,12,NA,NA,2021-04-01,NA,1,Q,P,3581,Q,Q,211344,D,1
4017,4.9,4.32,9,NA,NA,2021-04-01,NA,1,Q,P,3042,Q,C,211240,C,1
4018,4.1,3.18,6,NA,NA,2021-04-01,NA,1,Q,P,3524,Q,Q,211237,D,1
4019,9.9,3.92,9,NA,NA,2021-04-01,NA,1,Q,P,4330,P,P,211212,D,0
4020,3.8,3.55,14,NA,NA,2021-04-01,NA,1,Q,P,3158,Q,C,211345,D,NA
4021,6.8,4.8,9,NA,NA,2021-04-01,NA,1,Q,P,3590,Q,Q,211231,C,1
4024,2.9,2.54,6,NA,NA,2021-04-01,NA,1,Q,P,3544,Q,Q,211264,C,1
4025,13.3,4.83,14,NA,NA,2021-04-01,NA,1,Q,P,4033,Q,P,211262,D,1
4026,5.3,3.52,7,NA,NA,2021-04-01,NA,1,Q,P,3760,P,Q,211273,D,1
4027,5,3.22,13,NA,NA,2021-04-01,NA,1,Q,P,3580,Q,Q,211162,D,1
4028,8.9,5.43,9,NA,NA,2021-04-01,NA,1,Q,P,3955,P,Q,211147,D,1
4029,3.8,3.43,5,NA,NA,2021-04-01,NA,1,Q,P,4056,Q,P,211153,C,1
4030,5.3,4.44,13,NA,NA,2021-04-01,NA,1,Q,P,4149,Q,P,211274,D,0
4031,7.3,4.5,9,NA,NA,2021-04-01,NA,1,Q,P,4071,Q,P,211253,C,1
4032,12.4,5.36,23,NA,NA,2021-04-01,NA,1,Q,P,4326,P,P,211285,D,0
4033,6,5.38,9,NA,NA,2021-04-01,NA,1,Q,P,4025,Q,P,211262,D,1
4034,13.1,5.01,17,NA,NA,2021-04-01,NA,1,Q,P,3188,Q,C,211257,D,0
4035,7,4.04,8,NA,NA,2021-04-01,NA,1,Q,P,4321,P,P,211189,D,1
4036,5,3.95,11,NA,NA,2021-04-01,NA,1,Q,P,3536,Q,Q,211180,C,1
4037,5.6,3.84,8,NA,NA,2021-04-01,NA,1,Q,P,3605,Q,Q,211259,D,0
4038,6.9,3.81,10,NA,NA,2021-04-01,NA,1,Q,P,3547,Q,Q,211242,C,1
4041,8.1,4.11,13,NA,NA,2021-04-01,NA,1,Q,P,3107,Q,C,211205,C,1
4042,10.3,4.47,11,NA,NA,2021-04-01,NA,1,Q,P,4120,Q,P,211227,D,1
4043,5,3.17,9,NA,NA,2021-04-01,NA,1,Q,P,4394,P,P,211200,C,1
4044,16.3,5.76,15,NA,NA,2021-04-01,NA,1,Q,P,3197,Q,C,211333,C,0
4046,6.9,3.55,9,NA,NA,2021-04-01,NA,1,Q,P,3859,P,Q,211155,D,1
4047,8.6,4.52,11,NA,NA,2021-04-01,NA,1,Q,P,4419,P,P,211197,C,0
4054,10.2,4.43,12,NA,NA,2021-04-01,NA,1,Q,P,4235,P,P,211142,D,1
4055,7.9,4.32,18,NA,NA,2021-04-01,NA,1,Q,P,3853,P,Q,211154,C,1
4056,6.5,5.21,8,NA,NA,2021-04-01,NA,1,Q,P,4029,Q,P,211153,C,1
4060,8,5.01,19,NA,NA,2021-04-01,NA,1,Q,P,3124,Q,C,211130,D,0
4061,8,3.25,11,NA,NA,2021-04-01,NA,1,Q,P,3483,Q,Q,211103,C,1
4062,20.9,4.12,20,NA,NA,2021-04-01,NA,1,Q,P,3148,Q,C,211302,D,1
4063,4,3.7,9,NA,NA,2021-04-01,NA,1,Q,P,4379,P,P,211224,C,1
4066,6.1,3.12,11,NA,NA,2021-04-01,NA,1,Q,P,4332,P,P,211005,C,1
4067,6.8,4.5,13,NA,NA,2021-04-01,NA,1,Q,P,4370,P,P,211225,D,1
4069,4.1,3.02,5,NA,NA,2021-04-01,NA,1,Q,P,4075,Q,P,211071,D,1
4070,5.2,3.44,6,NA,NA,2021-04-01,NA,1,Q,P,3552,Q,Q,211070,D,1
4071,14.5,4.87,16,NA,NA,2021-04-01,NA,1,Q,P,4031,Q,P,211253,C,0
4075,3.2,4.01,8,NA,NA,2021-04-01,NA,1,Q,P,4069,Q,P,211071,D,1
4079,13.7,6.28,17,NA,NA,2021-04-01,NA,1,Q,P,4280,P,P,211256,C,1
4081,10.6,4.47,13,NA,NA,2021-04-01,NA,1,Q,P,3543,Q,Q,211140,D,0
4082,6,3.28,12,NA,NA,2021-04-01,NA,1,Q,P,3769,P,Q,211040,D,1
4083,7.5,5.76,10,NA,NA,2021-04-01,NA,1,Q,P,3110,Q,C,211072,D,1
4085,9.5,5.04,14,NA,NA,2021-04-01,NA,1,Q,P,3139,Q,C,211083,D,1
4086,7.4,4.98,11,NA,NA,2021-04-01,NA,1,Q,P,4209,P,P,211332,D,0
4088,5,3.23,8,NA,NA,2021-04-01,NA,1,Q,P,3684,Q,Q,211064,C,1
4089,4.8,4.21,4,NA,NA,2021-04-01,NA,1,Q,P,4378,P,P,211323,C,1
4091,4,3.38,9,NA,NA,2021-04-01,NA,1,Q,P,3488,Q,Q,211107,D,1
4092,12.1,3.05,15,NA,NA,2021-04-01,NA,1,Q,P,4257,P,P,211131,C,0
4095,6.5,4.3,9,NA,NA,2021-04-01,NA,1,Q,P,3519,Q,Q,211128,C,1
4096,10.1,3.08,10,NA,NA,2021-04-01,NA,1,Q,P,3109,Q,C,211069,C,1
4097,5.5,3.92,8,NA,NA,2021-04-01,NA,1,Q,P,3529,Q,Q,211119,D,0
4098,6,4,8,NA,NA,2021-04-01,NA,1,Q,P,3653,Q,Q,211118,C,1
4099,5.5,3.49,6,NA,NA,2021-04-01,NA,1,Q,P,3506,Q,Q,211099,C,1
4100,7.2,3.69,10,NA,NA,2021-04-01,NA,1,Q,P,3732,P,Q,211104,C,1
4105,5.8,3.76,9,NA,NA,2021-04-01,NA,1,Q,P,4380,P,P,211301,C,1
4109,6.9,4.7,10,NA,NA,2021-04-01,NA,1,Q,P,3821,P,Q,211252,D,0
4117,5.5,3.64,12,NA,NA,2021-04-01,NA,1,Q,P,3843,P,Q,211195,D,1
4120,16.8,3.66,16,NA,NA,2021-04-01,NA,1,Q,P,4042,Q,P,211227,D,1
4122,14.4,6.37,13,NA,NA,2021-04-01,NA,1,Q,P,3737,P,Q,211328,D,0
4123,7.5,5.04,8,NA,NA,2021-04-01,NA,1,Q,P,3894,P,Q,211330,C,0
4124,7.5,4.36,9,NA,NA,2021-04-01,NA,1,Q,P,3237,Q,C,211287,D,0
4127,22.7,6.56,18,NA,NA,2021-04-01,NA,1,Q,P,3880,P,Q,211209,D,0
4132,6.9,3.43,8,NA,NA,2021-04-01,NA,1,Q,P,4282,P,P,211161,C,1
4133,10.7,5.67,14,NA,NA,2021-04-01,NA,1,Q,P,3850,P,Q,211294,C,0
4134,20.9,6.09,16,NA,NA,2021-04-01,NA,1,Q,P,3824,P,Q,211260,C,1
4135,8.8,3.92,12,NA,NA,2021-04-01,NA,1,Q,P,3095,Q,C,211288,C,1
4136,10.3,4.32,10,NA,NA,2021-04-01,NA,1,Q,P,3755,P,Q,211310,D,0
4139,7.7,3.94,6,NA,NA,2021-04-01,NA,1,Q,P,3007,Q,C,211202,D,1
4140,13.7,4.68,9,NA,NA,2021-04-01,NA,1,Q,P,3589,Q,Q,211228,D,0
4143,11.3,3.34,9,NA,NA,2021-04-01,NA,1,Q,P,3133,Q,C,211176,NA,NA
4144,8.3,4.48,9,NA,NA,2021-04-01,NA,1,Q,P,3861,P,Q,211168,C,1
4145,16.1,3.69,14,NA,NA,2021-04-01,NA,1,Q,P,4212,P,P,211198,D,0
4146,14.1,5.67,11,NA,NA,2021-04-01,NA,1,Q,P,3531,Q,Q,211210,C,1
4147,5.8,5.52,16,NA,NA,2021-04-01,NA,1,Q,P,4151,Q,P,211269,C,1
4148,9.3,4.84,12,NA,NA,2021-04-01,NA,1,Q,P,3058,Q,C,211266,C,0
4149,10,5.28,12,NA,NA,2021-04-01,NA,1,Q,P,4030,Q,P,211274,D,0
4151,6,3.33,13,NA,NA,2021-04-01,NA,1,Q,P,4147,Q,P,211269,C,1
4152,4.4,2.85,10,NA,NA,2021-04-01,NA,1,Q,P,3563,Q,Q,211182,D,1
4155,11,4.88,11,NA,NA,2021-04-01,NA,1,Q,P,3033,Q,C,211061,D,1
4157,6.5,5,6,NA,NA,2021-04-01,NA,1,Q,P,4004,Q,P,211110,D,1
4158,4.5,3.25,5,NA,NA,2021-04-01,NA,1,Q,P,3482,Q,Q,211101,D,1
4159,5.2,4.26,7,NA,NA,2021-04-01,NA,1,Q,P,3114,Q,C,211075,C,1
4160,5.6,4.67,8,NA,NA,2021-04-01,NA,1,Q,P,3973,Q,P,211076,C,1
4162,6.4,4.35,7,NA,NA,2021-04-01,NA,1,Q,P,4320,P,P,211012,D,1
4163,19.8,4.74,17,NA,NA,2021-04-01,NA,1,Q,P,3937,P,Q,211084,D,0
4165,5.8,3.88,6,NA,NA,2021-04-01,NA,1,Q,P,3012,Q,C,211027,D,NA
4166,12.3,4.1,11,NA,NA,2021-04-01,NA,1,Q,P,4229,P,P,211025,NA,NA
4167,5.4,2.28,7,NA,NA,2021-04-01,NA,1,Q,P,4196,Q,P,211018,D,NA
4170,3.8,3.88,6,NA,NA,2021-04-01,NA,1,Q,P,3704,Q,Q,211029,D,1
4175,3.8,4.44,9,NA,NA,2021-04-01,NA,1,Q,P,4237,P,P,211024,D,1
4176,6.1,4.56,9,NA,NA,2021-04-01,NA,1,Q,P,3977,Q,P,211055,NA,NA
4183,5.2,3.52,5,NA,NA,2021-04-01,NA,1,Q,P,3959,P,Q,211038,C,1
4185,5.6,3.33,7,NA,NA,2021-04-01,NA,1,Q,P,3946,P,Q,211338,C,1
4187,5.9,3.25,8,NA,NA,2021-04-01,NA,1,Q,P,4213,P,P,211019,C,1
4192,4.4,3.78,5,NA,NA,2021-04-01,NA,1,Q,P,3943,P,Q,211093,C,1
4195,8.9,4.05,26,NA,NA,2021-04-01,NA,1,Q,P,3008,Q,C,211036,C,1
4196,4.5,3.22,9,NA,NA,2021-04-01,NA,1,Q,P,4167,Q,P,211018,D,NA
3519,8.4,3.69,6,NA,NA,2021-12-01,NA,1,Q,Q,4095,Q,P,211128,C,1
4095,6.9,4.35,12,NA,NA,2021-12-01,NA,1,Q,P,3519,Q,Q,211128,C,1
3252,5.1,2.25,NA,4,NA,2021-12-01,NA,1,P,C,3738,P,Q,211143,C,0
3738,5,2.1,NA,4,NA,2021-12-01,NA,1,P,Q,3252,P,C,211143,C,1
3723,3.4,1.97,NA,4,NA,2021-12-01,NA,1,P,Q,4218,P,P,211307,C,1
4218,5.5,2.75,NA,4,NA,2021-12-01,NA,1,P,P,3723,P,Q,211307,C,1
3250,4,2.45,NA,3,NA,2021-12-01,NA,1,P,C,3438,P,C,211191,C,0
3438,3.4,1.65,NA,3,NA,2021-12-01,NA,1,P,C,3250,P,C,211191,C,0
3440,4.2,2.38,NA,4,NA,2021-12-01,NA,1,P,C,3854,P,Q,211192,D,1
3854,7,3.12,NA,4,NA,2021-12-01,NA,1,P,Q,3440,P,C,211192,D,1
3999,8.6,4.4,18,NA,NA,2021-12-01,NA,1,Q,P,3860,P,Q,211199,C,1
3860,5.5,2.8,NA,5,NA,2021-12-01,NA,1,P,Q,3999,Q,P,211199,C,1
3901,3.9,2.3,NA,4,NA,2021-12-01,NA,1,P,Q,4277,P,P,211187,D,1
4277,3.7,2.16,NA,4,NA,2021-12-01,NA,1,P,P,3901,P,Q,211187,D,1
3893,4.2,2.29,NA,4,NA,2021-12-01,NA,1,P,Q,3556,Q,Q,211233,D,1
3556,9.9,5.3,13,NA,NA,2021-12-01,NA,1,Q,Q,3893,P,Q,211233,D,1
3898,4.1,2.1,NA,4,NA,2021-12-01,NA,1,P,Q,3339,P,C,211305,D,1
3339,3.6,1.61,NA,4,NA,2021-12-01,NA,1,P,C,3898,P,Q,211305,D,1
3189,9.7,3.69,10,NA,NA,2021-12-01,NA,1,Q,C,3565,Q,Q,211329,D,0
3565,15.8,3.35,13,NA,NA,2021-12-01,NA,1,Q,Q,3189,Q,C,211329,D,0
3533,19,4.57,15,NA,NA,2021-12-01,NA,1,Q,Q,3994,Q,P,211315,C,1
3994,7.2,3.59,7,NA,NA,2021-12-01,NA,1,Q,P,3533,Q,Q,211315,C,1
3359,4.1,2.54,4,NA,NA,2021-12-01,NA,1,P,C,3348,P,C,211311,C,0
3348,2.3,2.1,4,NA,NA,2021-12-01,NA,1,P,C,3359,P,C,211311,C,0
4015,15.9,3.63,7,NA,NA,2021-12-01,NA,1,Q,P,3581,Q,Q,211344,D,1
4145,16.1,4.09,13,NA,NA,2021-12-01,NA,1,Q,P,4212,P,P,211198,D,0
4212,4.7,2.31,NA,4,NA,2021-12-01,NA,1,P,P,4145,Q,P,211198,D,0
4020,7.7,2.98,16,NA,NA,2021-12-01,NA,1,Q,P,3158,Q,C,211345,D,NA
3158,11.1,4.93,9,NA,NA,2021-12-01,NA,1,Q,C,4020,Q,P,211345,D,NA
4436,5.6,2.85,NA,4,NA,2021-12-01,NA,1,P,P,3361,P,C,211313,D,0
4257,6.6,2.42,NA,4,NA,2021-12-01,NA,1,P,P,4092,Q,P,211131,C,1
4092,13.8,5.4,3,NA,NA,2021-12-01,NA,1,Q,P,4257,P,P,211131,C,0
3530,10.9,3.12,20,NA,NA,2021-12-01,NA,1,Q,Q,4413,P,P,211141,C,1
4413,7.2,2.81,NA,4,NA,2021-12-01,NA,1,P,P,3530,Q,Q,211141,C,1
3852,4.4,2.42,NA,4,NA,2021-12-01,NA,1,P,Q,3425,P,C,211203,D,0
3425,4,1.8,NA,4,NA,2021-12-01,NA,1,P,C,3852,P,Q,211203,D,1
4041,9.8,4.17,22,NA,NA,2021-12-01,NA,1,Q,P,3107,Q,C,211205,C,1
3107,8.6,4.93,8,NA,NA,2021-12-01,NA,1,Q,C,4041,Q,P,211205,C,1
3843,6.5,2.5,NA,5,NA,2021-12-01,NA,1,P,Q,4117,Q,P,211195,D,1
4117,7.6,2.93,21,NA,NA,2021-12-01,NA,1,Q,P,3843,P,Q,211195,D,1
3567,6.6,3.23,11,NA,NA,2021-12-01,NA,1,Q,Q,3917,P,Q,211146,D,0
3917,2.9,1.81,NA,4,NA,2021-12-01,NA,1,P,Q,3567,Q,Q,211146,D,1
3254,4,2.36,NA,4,NA,2021-12-01,NA,1,P,C,4253,P,P,211188,C,1
4253,3.9,1.89,NA,4,NA,2021-12-01,NA,1,P,P,3254,P,C,211188,C,1
3735,5.4,2.42,NA,5,NA,2021-12-01,NA,1,P,Q,3748,P,Q,211138,D,1
3748,5.6,2.58,NA,5,NA,2021-12-01,NA,1,P,Q,3735,P,Q,211138,D,1
3498,6.6,3.55,11,NA,NA,2021-12-01,NA,1,Q,Q,3835,P,Q,211190,C,1
3835,5.1,2.87,NA,4,NA,2021-12-01,NA,1,P,Q,3498,Q,Q,211190,C,1
3124,10.6,5.55,9,NA,NA,2021-12-01,NA,1,Q,C,4060,Q,P,211130,D,1
4060,7.9,5.53,16,NA,NA,2021-12-01,NA,1,Q,P,3124,Q,C,211130,D,0
3497,7.6,3.19,9,NA,NA,2021-12-01,NA,1,Q,Q,4249,P,P,211137,D,0
4249,3.9,2.37,NA,3,NA,2021-12-01,NA,1,P,P,3497,Q,Q,211137,D,0
3333,3.2,1.75,NA,2,NA,2021-12-01,NA,1,P,C,3325,P,C,211232,C,0
3325,3.1,1.8,NA,2,NA,2021-12-01,NA,1,P,C,3333,P,C,211232,C,0
3751,4,1.8,NA,5,NA,2021-12-01,NA,1,P,Q,3258,P,C,211144,D,0
3258,4.6,1.97,NA,4,NA,2021-12-01,NA,1,P,C,3751,P,Q,211144,D,1
3873,5.9,2.42,NA,5,NA,2021-12-01,NA,1,P,Q,3475,P,C,211177,D,0
3475,4.3,1.72,NA,4,NA,2021-12-01,NA,1,P,C,3873,P,Q,211177,D,1
4321,5.8,2.49,NA,5,NA,2021-12-01,NA,1,P,P,4035,Q,P,211189,D,1
4035,7.9,3.81,8,NA,NA,2021-12-01,NA,1,Q,P,4321,P,P,211189,D,1
4055,7.5,5.24,17,NA,NA,2021-12-01,NA,1,Q,P,3853,P,Q,211154,C,1
3853,5.4,2.41,NA,4,NA,2021-12-01,NA,1,P,Q,4055,Q,P,211154,C,1
3757,5.8,2.33,NA,4,NA,2021-12-01,NA,1,P,Q,4271,P,P,211133,D,0
4271,5,1.62,NA,4,NA,2021-12-01,NA,1,P,P,3757,P,Q,211133,D,0
3518,18,4.88,12,NA,NA,2021-12-01,NA,1,Q,Q,3113,Q,C,211127,D,1
3113,7,4.51,8,NA,NA,2021-12-01,NA,1,Q,C,3518,Q,Q,211127,D,1
4273,3.6,1.68,NA,4,NA,2021-12-01,NA,1,P,P,3423,P,C,211157,D,1
3423,3.4,1.78,NA,4,NA,2021-12-01,NA,1,P,C,4273,P,P,211157,D,1
3580,4.1,4.17,6,NA,NA,2021-12-01,NA,1,Q,Q,4027,Q,P,211162,D,1
4027,5.2,4.61,14,NA,NA,2021-12-01,NA,1,Q,P,3580,Q,Q,211162,D,1
4227,7.3,2.55,NA,5,NA,2021-12-01,NA,1,P,P,4399,P,P,211279,C,1
4399,4.8,2.19,NA,4,NA,2021-12-01,NA,1,P,P,4227,P,P,211279,C,1
3119,9.6,3.56,15,NA,NA,2021-12-01,NA,1,Q,C,3108,Q,C,211159,D,1
3108,7.8,3.86,7,NA,NA,2021-12-01,NA,1,Q,C,3119,Q,C,211159,D,1
3489,27,4.13,9,NA,NA,2021-12-01,NA,1,Q,Q,3511,Q,Q,211163,C,1
3511,6.3,4.28,7,NA,NA,2021-12-01,NA,1,Q,Q,3489,Q,Q,211163,C,1
3938,4.6,2.42,NA,4,NA,2021-12-01,NA,1,P,Q,3896,P,Q,211145,D,0
3896,4.9,2.33,NA,3,NA,2021-12-01,NA,1,P,Q,3938,P,Q,211145,D,1
4132,10.7,6.55,12,NA,NA,2021-12-01,NA,1,Q,P,4282,P,P,211161,C,1
4282,6.1,2.87,NA,4,NA,2021-12-01,NA,1,P,P,4132,Q,P,211161,C,1
4258,6.2,3.03,NA,4,NA,2021-12-01,NA,1,P,P,3521,Q,Q,211126,D,1
3521,13.4,5.09,16,NA,NA,2021-12-01,NA,1,Q,Q,4258,P,P,211126,D,0
4251,5.2,2.86,NA,4,NA,2021-12-01,NA,1,P,P,3241,P,C,211135,D,0
3241,3.9,2.14,NA,3,NA,2021-12-01,NA,1,P,C,4251,P,P,211135,D,1
3724,4.5,3.38,NA,4,NA,2021-12-01,NA,1,P,Q,3742,P,Q,211201,D,1
3742,3.5,1.93,NA,5,NA,2021-12-01,NA,1,P,Q,3724,P,Q,211201,D,1
3414,4.2,2.14,NA,2,NA,2021-12-01,NA,1,P,C,4336,P,P,211160,C,0
4336,4.4,2.76,NA,3,NA,2021-12-01,NA,1,P,P,3414,P,C,211160,C,0
3505,10.7,4.07,9,NA,NA,2021-12-01,NA,1,Q,Q,3496,Q,Q,211132,D,1
3496,11,4.02,4,NA,NA,2021-12-01,NA,1,Q,Q,3505,Q,Q,211132,D,0
4221,5.8,2.76,NA,4,NA,2021-12-01,NA,1,P,P,3549,Q,Q,211215,C,1
3549,10.3,3.56,10,NA,NA,2021-12-01,NA,1,Q,Q,4221,P,P,211215,C,1
3327,2.7,1.72,NA,2,NA,2021-12-01,NA,1,P,C,4311,P,P,211207,C,0
4311,5.6,2.8,NA,4,NA,2021-12-01,NA,1,P,P,3327,P,C,211207,C,0
3568,16.9,4.43,9,NA,NA,2021-12-01,NA,1,Q,Q,3842,P,Q,211152,C,0
3842,4.1,3.25,NA,4,NA,2021-12-01,NA,1,P,Q,3568,Q,Q,211152,C,1
3741,6.5,2.32,NA,5,NA,2021-12-01,NA,1,P,Q,3493,Q,Q,211106,D,1
3493,12,3.25,6,NA,NA,2021-12-01,NA,1,Q,Q,3741,P,Q,211106,D,1
4410,6.3,2.76,NA,4,NA,2021-12-01,NA,1,P,P,3261,P,C,211149,C,1
3261,3.2,2.17,NA,4,NA,2021-12-01,NA,1,P,C,4410,P,P,211149,C,1
4297,5,2.48,NA,4,NA,2021-12-01,NA,1,P,P,3128,Q,C,211211,D,1
3128,4.7,4.29,8,NA,NA,2021-12-01,NA,1,Q,C,4297,P,P,211211,D,1
3845,5.2,2.71,NA,5,NA,2021-12-01,NA,1,P,Q,3484,Q,Q,211241,D,0
3484,10.4,3.53,13,NA,NA,2021-12-01,NA,1,Q,Q,3845,P,Q,211241,D,1
3265,4.3,1.86,NA,2,NA,2021-12-01,NA,1,P,C,4344,P,P,211208,D,0
4344,3.6,2.71,NA,2,NA,2021-12-01,NA,1,P,P,3265,P,C,211208,D,0
4029,5.3,2.97,8,NA,NA,2021-12-01,NA,1,Q,P,4056,Q,P,211153,C,1
4056,6.9,5.42,8,NA,NA,2021-12-01,NA,1,Q,P,4029,Q,P,211153,C,1
3563,5.6,2.84,7,NA,NA,2021-12-01,NA,1,Q,Q,4152,Q,P,211182,D,1
4152,8.4,3.3,19,NA,NA,2021-12-01,NA,1,Q,P,3563,Q,Q,211182,D,1
3517,8.2,3.56,8,NA,NA,2021-12-01,NA,1,Q,Q,4323,P,P,211193,D,1
